resp_flag,GEND,AART,ADBT,ADEP,AHBP,AHCH,ARES,AHRT,ADGS,AHRL,AVIS,BANK,FINI,INLI,INMEDI,INVE,IOLP,ONLA,SGFA,SGLL,SGOE,SGSE,SGTC,NOC19,NAH19,age,c210apvt,c210b200,c210blu,c210bpvt,c210cip,c210ebi,c210hmi,c210hva,c210kses,c210mah,c210mob,c210mys,c210pdv,c210pmr,c210poo,c210psu,c210pwc,c210wht,ilor,meda,pdpe,tins,zhip19
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,0,66,81,29,14,19,30,36,41,306,88,35,0,4,24,29,3,1,39,60,99,54,54,1,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,2,2,71,80,12,33,20,32,37,42,64,71,49,1,4,21,26,65,97,44,53,8,64,44,6,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,73,70,41,23,30,6,24,25,175,65,41,0,3,31,14,1,3,29,46,4,64,44,2,0
0,F,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,2,1,67,89,83,15,11,78,57,73,191,87,46,0,4,18,39,77,86,47,74,5,54,54,7,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,1,76,93,22,50,7,20,33,36,93,80,62,32,3,28,25,45,68,21,46,4,22,72,4,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,72,93,7,22,7,38,40,47,105,77,55,0,4,16,33,82,98,25,58,1,62,60,10,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,65,91,34,21,9,31,44,49,175,79,56,7,4,18,51,78,89,36,53,4,75,35,3,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,72,70,11,37,30,16,36,39,276,70,47,0,2,14,30,30,87,62,32,29,61,46,5,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,71,78,5,23,22,9,31,33,708,81,47,0,3,17,31,5,6,27,43,6,61,46,1,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,61,4,31,39,6,28,30,538,69,45,0,2,14,23,5,3,48,25,7,61,46,4,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,63,1,37,37,2,24,25,625,68,45,0,2,18,20,6,3,39,33,99,61,46,2,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,72,69,11,19,31,3,25,26,409,71,38,0,3,7,20,8,39,36,54,99,61,46,1,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,69,91,9,8,9,45,52,61,679,92,57,0,5,19,32,42,47,19,71,17,61,46,9,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,4,68,60,42,43,40,3,26,27,328,66,58,0,2,12,21,20,55,39,32,21,61,46,3,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,76,79,45,3,21,51,55,66,686,103,40,0,6,11,23,13,2,4,93,9,61,46,3,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,69,56,26,26,44,2,23,23,341,68,53,0,3,22,24,27,7,28,40,32,61,46,4,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,71,85,6,20,15,24,40,44,533,77,53,0,3,15,32,50,78,42,46,99,61,46,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,75,82,3,6,18,5,27,29,250,76,44,0,4,21,23,0,0,13,68,4,61,46,3,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,84,4,10,16,50,56,65,783,104,48,0,5,15,33,35,48,27,67,5,61,46,4,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,65,91,34,1,9,60,66,74,999,117,65,0,6,15,37,47,30,16,97,1,61,46,2,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,1,4,65,86,14,47,14,35,45,53,168,72,49,0,3,22,43,73,99,60,33,5,61,46,3,7
0,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,2,65,98,14,11,2,95,108,143,872,126,58,0,6,10,52,93,99,38,75,6,61,46,5,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,4,70,96,5,6,4,22,40,43,958,93,44,0,4,11,32,7,16,13,70,24,61,46,6,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,66,78,9,19,22,4,26,28,735,75,54,0,3,22,20,5,13,26,35,8,61,46,6,8
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,68,7,23,32,4,26,28,497,77,46,0,3,17,27,8,10,33,34,8,61,46,3,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,73,93,3,19,7,61,58,75,618,93,53,0,4,14,45,64,73,31,67,10,61,46,9,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,4,3,69,83,17,26,17,24,40,44,488,78,46,0,3,11,31,32,58,49,44,40,61,46,7,9
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,0,3,66,97,4,11,3,67,68,82,371,91,56,0,4,20,24,77,98,42,67,19,61,46,7,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,51,47,23,49,6,28,30,407,72,46,4,3,18,21,26,68,55,36,1,62,37,2,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,76,92,4,3,8,72,72,88,845,118,62,0,6,13,40,77,71,24,89,99,61,46,3,6
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,92,5,21,8,46,50,62,651,93,55,0,5,19,40,59,77,31,64,99,61,46,3,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,0,5,77,88,3,22,12,21,36,42,682,86,49,0,4,16,46,34,22,24,61,15,61,46,8,8
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,90,21,7,10,54,60,68,999,118,43,0,6,11,32,23,29,14,83,26,61,46,2,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,65,95,7,2,5,66,63,80,602,111,44,0,6,16,11,21,11,4,78,2,61,46,4,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,73,99,9,3,1,96,113,153,999,138,59,0,6,12,52,82,97,27,91,7,61,46,3,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,73,98,88,1,2,71,71,86,801,122,40,0,6,10,34,38,12,16,92,99,61,46,3,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,69,76,12,47,24,12,30,35,415,68,48,14,2,11,36,20,51,52,39,28,61,46,3,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,4,68,94,9,2,6,99,145,197,999,159,64,0,6,15,43,86,99,36,90,14,61,46,4,8
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,68,81,4,32,19,16,36,39,209,70,47,16,3,19,21,37,32,57,51,7,61,46,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,4,78,92,6,10,8,38,46,55,680,86,47,0,3,19,40,35,39,51,37,36,61,46,7,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,65,77,6,34,23,21,37,42,400,69,48,0,3,13,39,32,49,63,41,7,61,46,3,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,70,79,49,38,21,1,18,18,278,68,74,0,3,20,37,13,8,16,50,4,61,46,2,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,3,75,85,0,33,15,32,44,50,438,78,47,0,3,17,36,31,50,41,50,16,61,46,2,5
0,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,0,1,71,78,5,23,22,9,31,33,708,81,47,0,3,17,31,5,6,27,43,7,61,46,3,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,77,92,5,31,8,51,56,66,388,83,46,1,3,19,36,52,58,51,43,7,64,42,4,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,73,5,21,27,18,36,40,271,74,42,7,3,22,35,9,10,39,41,3,61,46,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,86,5,21,15,19,37,41,19,75,44,5,4,24,24,4,11,34,53,7,61,46,3,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,2,65,98,15,8,2,95,107,145,671,123,54,0,6,10,61,87,99,40,86,34,61,46,2,9
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,3,71,87,5,18,13,33,45,51,485,84,47,0,4,16,39,40,95,49,57,22,61,46,4,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,69,91,2,19,9,43,48,59,452,84,45,0,3,17,41,21,60,42,50,7,61,46,2,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,79,96,10,6,4,93,100,132,999,138,53,0,6,13,53,62,73,39,89,99,61,46,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,79,96,9,2,4,94,103,136,999,136,48,0,6,13,49,43,87,23,84,17,61,46,7,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,72,96,5,4,4,86,88,109,999,135,64,0,6,11,57,86,99,24,89,7,61,46,3,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,93,21,7,7,91,93,122,697,115,47,0,6,14,55,40,50,33,83,16,61,46,9,1
0,F,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,0,2,65,92,8,7,8,79,77,97,999,120,52,0,6,17,45,59,90,28,83,5,61,46,6,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,68,75,11,32,25,25,40,45,343,73,50,0,3,13,42,48,76,53,39,99,61,46,1,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,73,72,6,33,28,8,31,32,231,67,47,0,3,17,26,5,8,49,40,19,61,46,4,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,71,83,5,24,17,13,32,36,394,73,48,0,4,17,28,26,29,44,46,99,61,46,2,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,73,96,28,6,4,33,45,51,999,100,46,0,6,18,20,7,8,9,76,3,61,46,3,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,97,40,22,3,48,59,63,566,88,57,11,4,17,57,74,87,35,57,6,75,35,2,9
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,69,96,2,15,4,61,61,75,609,96,55,8,4,10,51,70,72,42,65,16,61,46,8,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,74,79,3,33,21,28,42,47,428,79,47,0,3,16,35,22,34,55,46,99,64,42,1,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,79,91,14,19,9,63,60,77,597,95,55,0,4,15,51,42,54,39,69,12,64,42,3,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,90,15,25,10,24,39,44,366,77,47,0,3,14,35,25,52,53,57,7,61,46,6,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,78,89,7,30,11,29,44,48,394,79,53,23,3,18,34,61,53,38,45,7,61,46,2,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,73,82,11,38,18,32,43,50,304,74,44,0,3,14,45,25,45,60,43,12,61,46,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,3,73,85,6,30,15,40,47,57,383,79,52,0,3,16,40,80,82,52,49,32,61,46,4,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,78,88,3,32,12,48,54,63,365,80,52,0,3,15,40,83,98,53,49,99,61,46,1,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,70,75,15,42,25,8,30,32,520,71,52,0,3,20,29,20,18,38,38,8,61,46,5,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3,66,76,3,28,24,18,34,40,442,74,47,0,3,17,46,28,34,56,41,9,64,42,2,6
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,4,68,95,0,11,5,77,76,95,652,110,58,0,5,15,43,85,94,37,69,21,61,46,3,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,76,72,9,42,28,15,34,38,374,70,44,0,3,17,33,21,49,56,37,12,61,46,3,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,70,72,6,31,28,8,30,32,19,69,45,19,3,19,35,22,35,50,40,19,61,46,4,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,4,67,99,8,11,1,85,84,108,759,115,68,0,6,12,57,82,93,19,83,7,64,42,2,8
0,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,3,5,68,83,13,19,17,36,47,54,482,82,52,0,4,13,50,50,66,35,67,6,61,46,5,6
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,3,68,81,15,35,19,36,47,54,340,76,47,17,3,9,44,46,63,59,34,1,42,62,5,3
0,F,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,2,75,74,12,40,26,25,40,45,363,74,44,0,3,17,31,27,47,62,30,6,61,46,3,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,2,67,96,13,28,4,64,64,78,373,90,54,7,4,13,43,63,70,45,56,27,61,46,3,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,71,71,9,19,29,15,34,38,358,77,48,0,3,18,28,37,34,40,49,7,61,46,3,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,69,84,4,10,16,29,43,48,627,90,54,0,4,20,23,36,38,11,64,4,61,46,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,72,99,2,9,0,58,62,72,758,103,44,0,6,17,34,18,15,11,76,99,61,46,2,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,90,9,13,10,32,45,50,486,83,41,2,4,17,29,15,31,22,63,99,61,46,3,6
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,72,81,1,33,19,32,44,50,357,78,45,0,3,16,33,30,60,56,40,99,61,46,3,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,4,2,70,75,8,25,25,13,33,36,354,73,47,0,3,21,31,25,75,56,45,5,61,46,3,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3,67,89,2,27,11,61,61,75,360,87,55,0,4,11,37,76,96,48,41,8,61,46,5,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,77,82,17,6,18,51,57,66,999,105,58,0,5,16,42,54,73,33,81,12,61,46,2,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,66,92,8,11,8,51,54,66,588,91,51,0,4,14,46,40,73,37,72,3,61,46,3,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,74,96,24,15,4,91,96,125,603,114,58,0,4,15,62,84,99,28,70,7,61,46,7,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,76,93,10,9,7,53,55,67,669,93,51,0,4,14,43,31,54,38,74,17,61,46,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,1,68,99,15,4,0,60,64,73,430,103,39,0,6,17,26,20,3,9,92,99,61,46,1,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,76,88,5,17,12,22,39,43,423,77,53,0,4,18,48,44,64,31,59,6,61,46,2,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,4,73,88,3,22,12,21,36,42,682,86,49,0,4,16,46,34,22,24,61,19,61,46,6,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,75,89,5,22,11,33,44,51,597,85,55,0,4,19,40,17,36,26,58,12,61,46,4,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,73,77,5,20,23,13,32,36,463,80,51,1,4,13,40,15,21,36,55,12,61,46,2,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,67,92,1,17,8,13,32,36,390,77,53,0,4,11,47,12,9,27,64,12,61,46,3,2
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,80,95,5,11,5,75,74,91,619,107,52,0,6,13,49,39,88,48,79,99,61,46,1,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,65,95,35,3,5,51,58,66,641,99,48,0,4,32,27,34,44,32,81,7,61,46,5,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,66,85,8,14,15,38,49,55,335,83,45,0,4,17,38,33,26,41,63,14,61,46,1,2
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,69,95,10,15,5,78,77,96,421,100,54,0,4,13,48,82,73,35,66,28,61,46,10,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,65,92,4,7,8,92,96,127,644,116,57,0,5,15,50,87,95,37,83,19,61,46,2,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3,75,79,20,27,21,19,36,41,355,79,57,7,3,19,34,65,80,40,48,33,61,46,9,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,72,93,7,21,7,34,46,52,660,93,60,0,4,21,45,36,51,22,65,13,61,46,10,6
0,F,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,1,2,79,96,4,12,4,86,84,109,689,118,59,0,6,10,59,92,99,36,81,19,61,46,11,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,67,86,4,19,14,55,61,69,361,89,53,0,4,15,42,73,57,44,57,99,61,46,2,4
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,74,62,31,35,38,13,34,36,731,76,45,0,3,13,36,12,23,58,35,7,61,46,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,0,2,76,87,13,18,13,51,56,66,269,83,45,24,4,20,38,61,26,43,66,13,61,46,5,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,72,64,1,28,36,2,24,25,286,67,49,0,3,17,27,6,9,54,36,12,61,46,2,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,67,94,57,11,6,55,60,69,278,88,47,0,4,28,26,32,18,32,73,4,61,46,6,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,72,89,23,10,11,48,52,63,460,93,49,0,4,15,32,49,44,31,67,5,61,46,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,78,92,21,5,8,50,53,65,397,95,59,37,4,28,41,72,47,24,68,2,42,62,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,2,77,89,11,5,11,84,84,106,814,122,51,0,6,15,61,58,72,40,86,16,42,62,2,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,4,69,99,79,12,1,93,99,130,596,116,48,0,5,10,66,80,90,58,74,8,61,46,10,9
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,0,74,97,8,6,3,33,44,51,792,93,66,19,5,20,34,50,69,5,84,1,75,35,5,5
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,74,74,5,22,26,25,42,45,506,83,50,0,4,17,35,35,56,38,49,22,61,46,7,7
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,74,81,7,22,19,34,44,52,644,89,47,0,3,18,38,27,42,41,48,31,61,46,4,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,77,97,12,15,3,53,54,67,548,94,52,0,4,17,37,48,58,30,66,99,61,46,3,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,88,6,19,12,32,43,50,583,83,46,0,4,14,40,14,16,34,61,12,61,46,5,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,69,79,12,19,21,21,36,42,612,82,44,0,4,15,34,13,14,37,60,8,61,46,5,3
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,2,79,98,4,8,2,55,58,69,658,94,53,0,4,15,42,58,73,27,80,99,61,46,1,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,75,75,18,14,25,22,39,43,593,83,45,0,4,21,30,24,36,27,64,12,61,46,5,8
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,69,96,32,5,4,72,69,87,807,111,51,0,6,20,33,43,37,18,88,99,61,46,2,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,67,87,13,13,13,24,38,44,399,83,45,0,4,25,21,12,9,19,72,7,61,46,4,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,69,97,10,6,3,56,62,70,999,111,50,0,6,15,40,35,14,26,74,3,61,46,3,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,70,95,5,14,5,56,57,70,491,90,63,25,4,19,44,72,59,23,69,17,61,46,4,1
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,77,93,4,31,7,54,56,68,356,85,52,33,4,18,40,76,60,48,55,7,61,46,3,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,68,89,8,23,11,56,60,70,378,85,53,0,4,13,42,82,99,41,62,20,86,36,2,5
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,68,90,5,33,10,34,45,52,472,80,50,0,3,20,35,67,99,51,50,23,61,46,7,1
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,3,71,83,6,36,17,32,44,50,355,76,51,0,3,22,31,74,99,60,36,20,61,46,5,5
0,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,0,3,70,85,22,28,15,43,49,59,287,80,47,4,3,16,41,49,62,47,51,1,75,35,5,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,70,89,11,35,11,58,58,72,400,83,54,0,3,10,49,84,99,48,50,11,75,35,7,8
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,5,65,94,2,14,6,58,59,72,564,93,59,0,4,12,46,83,99,32,68,19,61,46,4,7
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,4,5,77,87,9,16,13,43,50,59,600,90,52,0,4,11,51,54,81,38,63,13,61,46,3,6
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,0,1,68,86,9,18,14,43,51,59,509,84,49,0,4,11,41,49,95,54,54,4,61,46,5,0
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,1,69,96,24,16,4,60,64,74,359,90,60,45,4,14,57,88,50,29,64,5,86,36,4,0
0,M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,66,96,28,43,4,44,48,60,57,74,55,38,3,16,46,56,32,28,42,7,86,36,3,3
0,F,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,2,65,82,9,26,18,24,41,44,263,71,57,0,3,22,29,46,52,34,39,99,86,36,2,5
